Nombre,Citas,Correo,Afiliación,Temas de Interés
Patricio Inca,119,espoch.edu.ec,Docente en la ESPOCH,"Salud, medicinas alternativas, homeompatía y salud pública"
Ricardo Flores Moyano,119,usfq.edu.ec,"Computer Science Professor, Universidad San Francisco de Quito","Software Defined Networking, Network Function Virtualization, 5G Networks, Future Internet, Machine Learning"
RICHARD RODRIGUEZ,119,utmachala.edu.ec,Universidad Técnica de Machala,relatividad general
ISABEL REGINA ARMAS HEREDIA,119,utc.edu.ec,"Docente Contabilidad y Auditoría, Universidad Técnica de Cotopaxi",Contabilidad Auditoría y Costos
ENRIQUE AURELIO BARRIOS QUEIPO,119,uisek.edu.ec,profesor,"educación, competencias, diseño curricular, pedagogía, investigación"
KARLA ISABEL SALAZAR OCHOA,119,unemi.edu.ec,Estudiante de la Universidad estatal de Milagro,"contabilidad, matematica financiera"
FCNM ESPOL,119,espol.edu.ec,Profesor e Investigador. Departamento de Matemáticas. Escuela Superior Politécnica del …,"Modelado Matemático, Simulación, Ecuaciones Diferenciales, Análisis Numérico."
Mauricio Arias Pérez,119,uta.edu.ec,"Profesor de Contabilidad, Universidad Técnica de Ambato",Contabilidad General
Danilo Orellana,119,ucuenca.edu.ec,"Profesor de Semiología, Universidad de Cuenca, Universidad del Azuay",Salud - Medicina Interna
Daniela Fernanda López Moya,119,uti.edu.ec,Universidad Indoamerica,Derecho
MANUEL ALEJANDRO ZAMBONINO RIVADENEIRA,119,utelvt.edu.ec,UNIVERSIDAD TÉCNICA LUIS VARGAS TORRES DE ESMERALDAS,"ECONOMÍA, ADMINISTRACIÓN, FINANZAS, TURISMO, SOCIOLOGÍA"
Cristhian Sotomayor,119,ug.edu.ec,"Estudiante, Universidad de Guayaquil",Psicología
Valdano Tafur,119,uce.edu.ec,Universidad Central del Ecuador. Facultad de Ciencias Agrícolas,"Botánica, Plantas medicinales, Botánica Sistemática"
Daniel Mogrovejo,118,ucuenca.edu.ec,Universidad de Cuenca - Virginia Tech Transportation Institute,"Pavement, Surface Properties, Infrastructure Condition Assessment, Infrastructure Management Systems, Sustainability"
DAVID OJEDA,118,utn.edu.ec,Universidad Técnica del Norte,"Biomechanical, Numerical Methods, Mechatronic"
Gisela Quintero,118,unae.edu.ec,"Docente-Investigadora, Universidad Nacional de Educación, Ecuador","Didáctica, Escritura Académica, Lengua Española, Pedagogía"
GUILLERMO FERNANDO LEON - SAMANIEGO,118,unemi.edu.ec,UNIVERSIDAD ESTATAL DE MILAGRO,"OLDER ADULTS, SEXUAL ACTIVITY, GYNECOLOGY, COGNITIVE IMPAIRMENT"
Marco Antonio Piedra Aguilera,118,uazuay.edu.ec,Profesor de Finanzas,"Finanzas Empresariales, Finanzas Corporativas"
Angie Mikaela Jaramillo Martinez,118,utmachala.edu.ec,,Educación Empresariales
JUAN CARLOS OCHOA BONILLA,118,pucesi.edu.ec,,arquitectutra
ANA CRISTINA CEVALLOS NEIRA,118,ucuenca.edu.ec,Universidad de Cuenca,
María Sol Garcés Espinosa,118,usfq.edu.ec,Universidad San Francisco de Quito,"Neurociencia Cognitiva, Neuropsicología, Salud Mental, Psicología, Educación"
Karina J. Lagos,118,epn.edu.ec,Escuela Politécnica Nacional,"Caracterización de materiales, nanotecnología"
Dra. Viviana Panchi-Mayo Ph.D.,118,utc.edu.ec,Universidad Técnica de Cotopaxi,auditoria-contabilidad-tributación
Jose Garcia Onofre (ORCID: 0000-0002-6623-5748),118,espol.edu.ec,"Analista de Investigación, Escuela Superior Politécnica del Litoral (ROR 04qenc566) …","Agriculture, Biotechnology, Tissue culture, Conservation of plant genetic resources"
allanys cortez,118,ute.edu.ec,bailar,medicina
Johanna Paulina Estrada Cherres,118,ucacue.edu.ec,UNIVERSIDAD CATOLICA DE CUENCA-ECUADOR,"Salud, Pedagogia"
Wendy Zhao,118,est.ucacue.edu.ec,estudiente de Universidad Catolica de Cuenca,ingenieria civil
Carlos Loyo,118,yachaytech.edu.ec,"Professor, School of Chemical Sciences and Engineering, Yachay Tech University,","Characterization of materials, polymers, biomaterials"
Sofía Del Rocío Velásquez Cedeño,118,espam.edu.ec,Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix López,Poscosecha
CARLOS PAUL BERNAL OÑATE,118,espe.edu.ec,Universidad de las Fuerzas Armadas-ESPE,
Joisy Davis Cantos Alava,118,utm.edu.ec,universidad,economia
Adriana del Pilar Guamán Buestán,117,ups.edu.ec,Professor of Mathematics-Universidad Politécnica Salesiana,"Business Management, Management of Companies, Maintenance Management"
MARIA FERNANDA LOPEZ FLORES,117,pucesi.edu.ec,"Profesor Flora y Manejo de Áreas Protegidas, Universidad Católica del Ecuador Sede Ibarra","Botánica, ecológica, etnobotánica, flora, muestreo de especies"
Efrén Vázquez Silva (ORCID: 0000-0002-4905-0215),117,ups.edu.ec,"Profesor de Matemáticas, Universidad Politécnica Salesiana de Cuenca","Differential Equations, Stability, Custom bone implants"
Miguel Alfonso Bouhaben,117,espol.edu.ec,"Profesor de Cine, Escuela Superior Politécnica del Litoral","Cine y política, cine y filosofía, cine documental, cine experimental"
Daniela Armijos,117,tecazuay.edu.ec,Vicerrectora Instituto Tecnologico del Azuay,"Educación, Turismo"
Diana Orellana,117,flacso.edu.ec,Facultad Latinoamericana de Ciencias Sociales,"ecología urbana, ecología del paisaje, isla de calor urbana"
Maria Auxiliadora Pico Mero,117,utm.edu.ec,MAESTRANTE DE INVESTIGACIÓN MENCION COMUNICACION EDUCATIVA …,EDUCACIÓN
Guillermo Valencia,117,uce.edu.ec,Professor of Administration,Business
Johanna Maribel Ochoa Herrera,117,unl.edu.ec,DOCENTE UNIVERSIDAD NACIONAL DE LOJA,FINANZAS - ADMINSITRACION - ECONOMIA
Milton Labanda-Jaramillo (ORCID:0000-0001-7370-3901),117,unl.edu.ec,Universidad Nacional de Loja,"innovación abierta, gerencia intermedia, tecnología educativa, pensamiento computacional"
Javier Sanchez Guerrero,117,uta.edu.ec,"Docente, Universidad Técnica de Ambato","tecnologías, educación, innovación educativa, análisis de datos."
KARINA MERCEDES SUAREZ MATAMOROS,117,unemi.edu.ec,,investigación
Vilma Viviana García Caicedo,117,utelvt.edu.ec,"Docente de la carrera de Pedagogía de la actividad Física y Deporte , UTE LVT","Pedagogía, Actividad Física, Deporte, Recreación, Danza y Expresión Corporal"
DIEGO LEONARDO JIMENEZ JIMENEZ,117,utc.edu.ec,"Profesor de Ingeniería en Electricidad, Universidad Técnica de Cotopaxi","Técnicas de Optimización, Despacho Económico, Energías Renovables, Control Avanzado, Sistemas de"
Liana Sánchez Cruz,117,unae.edu.ec,Universidad Nacional de Educación UNAE,"neuropsicología, docencia univesitaria, educación inicial, neurociencias"
María de Lourdes Solís Murillo,117,pucese.edu.ec,Docente investigador tiempo completo Pontificia Universidad Católica del Ecuador sede …,"Comportamiento organizacional, Investigación, Calidad educativa"
Carlos Fernando Inga Aguagallo,117,espoch.edu.ec,"Profesor de Gastronomía y Turismo, Instituto Superior Tecnológico Tungurahua","Servicios personales, gestión gastronómica, turismo, hotelería, patrimonio."
Ronny Flores,117,uce.edu.ec,"Environmental Chemistry professor, Central University of Ecuador","green chemistry and sustainable, biomimicry"
María - Luisa De - La - Cruz - Perero,117,upse.edu.ec,ESTUDIANTE DE CARRERA DE EDUCACION INICIAL,EDUCACIÓN INICIAL: TEATRO EN …
Mariela Dayana Ortiz Caicedo,117,ug.edu.ec,Estudiante-Universidad de Guayaquil,reaccion cientifica
GLENDA VIVIANA RAMON PAZ,117,unemi.edu.ec,,
Juan José Hernández Enríquez,117,uce.edu.ec,DOCENTE FACULTAD DE CULTURA FÍSICA,Educación
Xiomara Lisbeth Anzules Ávila,117,unesum.edu.ec,Universidad Estatal del Sur de Manabí,"Tecnologías de la Información, Innovación Educativa"
MELANIE LISSETH LEON SOZA,117,uteq.edu.ec,"estudiante, Universidad Técnica Estatal de Quevedo",
CARINA ALEXANDRA STAEL MU OZ,117,espe.edu.ec,"Técnico, Centro de Nanociencia y Nanotecnología, Universidad de las Fuerzas Armadas …",Environmental Engineering
Gloria Villacres Arias,117,ube.edu.ec,Universidad Bolivariana del Ecuador,Pedagogia
MARCELO CARDENAS,117,utc.edu.ec,Profesor en el área de las ciencias administrativas Universidad Tecnica de Cotopaxi,"Administración, marketing, economía, contabilidad, talento humano"
Orlando Alvarez Llamoza,116,ucacue.edu.ec,"Universidad Católica de Cuenca, Ecuador.","Nonlinear dynamics, complex systems, statistical physics, computational physics."
Diego Paul Chacón Troya,116,ups.edu.ec,Professor of Advanced Mathematics - Universidad Politécnica Salesiana Ecuador …,"Smart Home, Renewable Energy, intelligent Building, Smart Cities"
Fredy Marcelo Rivera Calle (ORCID: 0000-0003-2032-5614),116,ups.edu.ec,"Profesor de administracion de proyectos, Universidad Politecnica Salesiana de Cuenca","telecomunicaciones, Aula invertida, ICT, Education Innovation, Bioengineer"
Germania Borja,116,uce.edu.ec,Profesora Universidad Central del Ecuador,"Filosofía, educación, género, inclusión"
Cristian Urgiles-Urgiles,116,ucacue.edu.ec,Universidad Católica de Cuenca,"Odontología, Rehabilitación Oral"
Victort Manuel Vera Pena,116,ug.edu.ec,"Profesor de Turismo, Universidad de Guayaquil de Ecuador","Turismo, Hotelera, Economía política, Procesos educativos universitarios"
Emilio Javier Flores Villacrés,116,ug.edu.ec,"Docente de la Facultad de Ciencias Administrativas, Univerisidad de Guayaquil","Educación, TICS, Administración"
Eduardo Flores-Moran,116,ug.edu.ec,"Profesor, Universidad de Guayaquil","Control, Nonlinear Control, Fuzzy Logic"
Dolores Guaman-Guevara,116,uta.edu.ec,Universidad Técnica de Ambato,"Recursos Humanos, Gestión Talento Humano, Comportamiento del consumidor, Neurocienica, Psicología Social"
Monica Torres,116,unach.edu.ec,Universidad Nacional de Chimborazo,"Methodoogy in English teaching, TICs in Education, Evaluation"
Patricia Ludeña-González,116,utpl.edu.ec,Universidad  Técnica Particular de Loja,"networking, resource allocation, propagation, wireless communication"
Carlos Luis Torres Briones,116,uees.edu.ec,Universidad Espiritu Santo,"Marketing, comportamiento del consumidor, administración, servicio"
Tatiana Katiuska Moreira Chica,116,utm.edu.ec,Profesor Agregado Tiempo Completo de la Universidad Técnica de Manabi,
Monica Paulina Guerra Guerra,116,uti.edu.ec,Universidad Tecnologica Indoamerica,"psicología organizacional, seguridad industrial"
Aldrin G. Acosta,116,espe.edu.ec,Docente tiempo completo Universidad de las Fuerzas Armadas ESPE,"Turismo y Servicios, Dirección y Gestión, Emprendimiento, Transferencia de Tecnología e Innovación"
Juan Diego Sotomayor,116,puce.edu.ec,Pontificia Universidad Católica del Ecuador,Psicología
Dr. Patricio Loja,116,ucacue.edu.ec,"Docente de Sicologia Clínica, Universidad Católica de Cuenca","Área medica, docencia"
Diego Cueva Cueva,116,utpl.edu.ec,"Profesor de Finanzas, Universidad Técnica Particular de Loja","Desempeño financiero, estructura de capital, portafolio de inversiones."
Christian Jaramillo-Baquerizo,116,uasb.edu.ec,Universidad Andina Simón Bolívar - Ecuador,Education
Lizette Espinosa Martin,116,ucacue.edu.ec,"Profesor de Medicina, Universidad Católica de Cuenca",Medicina
Jonathan Báez Valencia,116,uce.edu.ec,Universidad Central del Ecuador,"Desigualdades, Élites, Política Fiscal, Economía Laboral"
Mauricio Xavier Prado Ortega,116,utmachala.edu.ec,Universidad Técnica de Machala,"Tecnología Educativa, Software, Contabilidad, Educación, Aprendizaje"
Mary Elizabeth Cruz Lascano,116,uta.edu.ec,Profesora de ciencias empresariales. Universidad Técnica de Ambato,"Administración, calidad, talento humano, contabilidad."
Sócrates Palacios-Ponce,116,espol.edu.ec,"Profesor de Ingeniería en Alimentos, Escuela Superior Politécnica del Litoral (ROR …","Enzymatic hydrolysis, Enzymes, Fermentation, Immobilization, Physicochemical pretreatment."
"Cornejo-Franco, Juan F.",116,espol.edu.ec,Escuela Superior Politécnica del Litoral (ROR 04qenc566),"Phytopathology, Plant Virology, Biotechnology"
Daniela - Paredes Tenesaca. https://orcid.org/0000-0003-4747-6869,116,ucuenca.edu.ec,Universidad de Cuenca (Ecuador),Odontología
Jaime Roder Ortega Pereira,116,intec.edu.ec,Instituto Superior Tecnológico de Técnicas Empresariales y del Conocimiento INTEC,"Finanzas, Bancos, IFIs"
Maritza Jackeline Peña Velez,116,unl.edu.ec,Profesor,Administración
Uriel Gutiérrez,116,utm.edu.ec,,
Yolanda Azucena Borja López,116,uce.edu.ec,Universidad Central del Ecuador,"Educación, Tecnología de Información y Comunicación"
Ivan Sánchez,116,udla.edu.ec,"Profesor Curricular, Universidad de las Américas",Teoria de comunicaciones
anthony manzano,116,uce.edu.ec,"Estudiante de Educación Física, Universidad Central del Ecuador",Actividad física y deporte
Jorge Flores,115,utm.edu.ec,Profesor de Educación,"Educación, Física, Estadística"
Israel Pineda,115,usfq.edu.ec,Universidad San Francisco de Quito,"Scientific Computing, Artificial Intelligence, Modeling and Simulation, Optimization, Applied Mathematics"
Luis Fernando Toapanta Ramos (ORCID: 0000-0002-0838-4702),115,ups.edu.ec,"Proffesor of Termodynamic and Fluid Mechanical, Universidad Politécnica Salesiana …","Termodynamics, nanofluids, nanoparticles"
Bertha Janeth Campoverde Rojas,115,uees.edu.ec,Universidad Espíritu Santo - Ecuador,"Comunicación Corporativa, Redes Sociales, Branding, Marketing, Liderazgo"
Sarah J. Carrington,115,udla.edu.ec,Investigadora afiliada con Universidad Espiritu Santo,"gender economics, informal labour markets, investment, credit supply, house prices"
Carlos Martínez Bonilla,115,uta.edu.ec,Universidad Técnica de Ambato - Ecuador,"TIC, Educomunicación, Redes Sociales"
Irene Sánchez-González,115,utmachala.edu.ec,"Profesora de Marketing e Investigación de Mercados, Universidad Técnica de Machala","Marketing, Servicios, Marketing sostenible, distribución, marketing digital"
Lenin Marcelo Moncayo  Theurer,115,ug.edu.ec,"Profesor de Sismica, Estructuras Simoresistentes, Prevencion de Desastres Universidad de …","sismica, energia liberada"
Miryan Janeth Arevalo Haro,115,uniandes.edu.ec,Universidad Regional Autónoma de los Andes,"Contabilidad, auditoria, costos, proyectos, educacion"
Marjorie Tingo Soledispa (ORCID: 0000-0002-2209-3098),115,ups.edu.ec,Universidad Politecnica Salesiana,"Estadistica, Mineria de datos, Business Analytics"
Liliana Elizabeth González Garcés,115,uta.edu.ec,"Docente Investigador Universidad Técnica de Ambato, (https://orcid.org/0000-0002-9390 …","Finanzas, Costos, Gestión Estratégica, Productividad"
Stefania Cevallos,115,utpl.edu.ec,Universidad Tecnica Particular de Loja,"Metagenomics, Mycorrhizae, Molecular Biology, Fungal Diversity"
Liz Valle-Carrión,115,utpl.edu.ec,Profesor Universidad Técnica Particular de Loja,"Forest economics, optimization, financial analysis, agriculture"
Miriam Lima-https://orcid.org/0000-0001-6844-3826,115,ucacue.edu.ec,Universidad Católica de Cuenca,Ortodoncia
Rolando León Aguilar,115,utm.edu.ec,Facultad de Ingeniería Agronómica Universidad Técnica de Manabí,Riego
Ignacio Loor,115,utm.edu.ec,Universidad Técnica de Manabí,"Urban sustainable development, informal settlements, informality"
Ana Lucia Ponce Andrade,115,iaen.edu.ec,Instituto de Altos Estudios Nacionales,"Economía, Finanzas públicas, Ciencia política"
"Sandra Lorena García Bustos, https://orcid.org/0000-0003-2978-0330",115,espol.edu.ec,"Profesor of Statistics, Escuela Superior Politécnica del Litoral, (ROR 04qenc566), Ecuador","Statistical Models, Control Charts"
Priscila Feijó Cuenca,115,utm.edu.ec,Universidad Técnica de Manabí,
Lenin Párraga Zambrano,115,uleam.edu.ec,Universidad Laica Eloy Alfaro de Manabí,"administración, educación"
Angela Cevallos,115,uleam.edu.ec,"Profesor de Investigación de Mercados, Universidad Laica Eloy Alfaro de Manabí","Administración, Turismo"
Marbelle Espinosa Encarnación,115,utmachala.edu.ec,Universidad Técnica de Machala,Derecho
Fabián Leonardo Cuesta Astudillo (ORCID:0000-0002-8894-5409),114,ups.edu.ec,Universidad Politécnica Salesiana Ecuador - Business Administration (GIIB; GIFACT;GIUB; …,"Neurosciences, Artificial Intelligence, Quantum Computing, Computer Forensic, Statistics"
Christian Paula,114,uce.edu.ec,"Profesor de Derechos Humanos, Universidad Central del Ecuador","Derechos Humanos, Género, LGBTI, Justicia Transicional, derecho constitucional"
Jeverson Santiago Quishpe Gaibor (ORCID:0000-0003-0289-2551),114,ups.edu.ec,Teología Ph.D - Maestría en Pedagogía - Universidad Politécnica Salesiana Ecuador …,"Education and theology, Professional ethics, Research evaluation, History of the Church"
Miguel Ángel Orosa,114,pucesi.edu.ec,"Profesor Doctor en Posdrama de teatro, cine y ficción de televisión","posdrama, teatro, cine, teleseries"
Santiago Otero-Potosi,114,ist17dejulio.edu.ec,Instituto Superior Tecnológico 17 de Julio,"Ingeniería, Educación, Calidad, HSEQ"
Arturo Andrade Irrazabal,114,unemi.edu.ec,Universidad Estatal de Milagro,"Turismo, educacion, ingles, historia, mitologia"
Maritzol Tenemaza,114,epn.edu.ec,Escuela Politécnica Nacional,Estudio de intereses del usuario
Víctor Martínez Falcones,114,utm.edu.ec,Analista en Ingeniería de Software - Investigador,"Desarrollo de software, SIG, Estadistica, Machine Learning, Ciencia de datos"
Luis Eduardo Ronquillo Triviño,114,uleam.edu.ec,"Profesor de Investigación, Universidad Laica Eloy Alfaro de Manabí","Pedagogía activa, Investigación educativa, Libros, Editor Académico"
Fabrizio Logiurato,114,ikiam.edu.ec,Universidad Regional Amazónica Ikiam,"Didattica della Fisica, Fondamenti della Meccanica Quantistica"
Paul Pullas Tapia,114,uta.edu.ec,"Paul Pullas, Universidad Técnica de Ambato",Educación
XIMENA DEL ROCIO OCHOA ENCARNACION,114,unemi.edu.ec,Unemi,Como influye la violencia familiar en el …
Fabián Gordillo Manssur (ORCID: 0000-0002-2690-4652),114,ug.edu.ec,Universidad de Guayaquil,
Tibisay Milene Lamus de Rodríguez,114,indoamerica.edu.ec,Universidad Tecnológica Indoamericana,"Sociolinguistica, Educación"
Jazmin Torres,114,yachaytech.edu.ec,Estudiante,todo
Germán Flores,114,unae.edu.ec,Universidad Nacional de Educación,"Interculturalidad, Educación Superior"
HECTOR DANIEL MOROCHO LARA,114,uta.edu.ec,Profesor de Matemáticas - Universidad Técnica de Ambato,ciencias exactas
Rosa Maricela Cedeño Zambrano,114,utm.edu.ec,Profesora auxiliar dos a tiempo completo. Universidad Técnica de Manabí - Ecuador,"Administración de empresas, Gestión del riesgo, control interno, gestión estratégica"
Miguel Eduardo Ramos Argilagos,114,uniandes.edu.ec,Profesor de Bioquímica,Salud
Efren Viteri (ORCID:0000-0002-0598-3670 ),114,ug.edu.ec,Universidad de Guayaquil,"Psicología de la Familia, social comunitaria, sexualidad, género, educativa"
EDWARD GERARDO VILLALTA SUNCION,114,unemi.edu.ec,Universidad Estatal de Milagro,"Ambiental, Desarrollo Sostenible, Tecnología, Planificación"
Yudith Lopez,114,uti.edu.ec,Docente-Investigadora en Universidad Inodoamérica,"Derecho, Derecho Penal, Derecho procesal penal, Derecho Constitucional y Criminología"
Daniel Gómez Ramos,113,unae.edu.ec,Universidad Nacional de Educación,"formación docente, investigación educativa, teoría de la educación, conocimiento pedagógico"
Mario Donoso,113,ucacue.edu.ec,Professor of the Catholic University of Cuenca,"Demographics, Macroeconomics, Urban Planning, Geomatics"
Isaac Geovanni Mendoza Cedeño,113,utm.edu.ec,"Profesor Principal, Universidad Técnica de Manabí","Educación, Orientación Vocacional, Profesional, Educativa"
Wellington Maliza Cruz,113,utb.edu.ec,"PhD en Ciencias Administrativas, Universidad de Babahoyo","Ingeniería Biomédica, Ingeniería Eléctrica, Ciencias Administrativas, Modelación Matemática"
Celena Belen,113,espe.edu.ec,Universidad de las Fuerzas Armadas ESPE,"Turismo cultural, Turismo Arqueológico, Turismo Religioso"
Edgar Wilson Rojas González,113,puce.edu.ec,Profesor of Food security and Community Nutrition,"Public health, Nutrition assessment, Nutritional epidemiology, Community nutrition, Food security"
Liceth Janina Solórzano Zambrano,113,utm.edu.ec,Universidad Técnica de Manabí,"Alimentos, genética, Agraria"
Tomas Humberto Rodriguez Caguana,113,ug.edu.ec,Profesor de Investigación Universidad de Guayaquil,"Investigación, Filosofía, Comunicación, Sociología"
Diana Patricia Quintero Henriquez,113,ug.edu.ec,"Estudiante de Arquitectura, Universidad de Guayaquil, Ecuador",arquitectura y urbanismo
Jorge Moncayo Sánchez,113,uce.edu.ec,Profesor de Química Inorgánica,Química
PATRICIO ALCOCER,113,uteq.edu.ec,Profesor titular principal Universidad Técnica Estatal de Quevedo,"Logística, Cadenas de suministros"
Oscar Jarrin,113,udla.edu.ec,Universidad de las Américas UDLA,"Partial Differential Equations, Harmonical Analysis, Functional Analysis"
Jose Miguel Ayala Chavez,113,cmtn.edu.ec,,
Alfonso Jiménez-Gurumendy,113,unemi.edu.ec,Universidad Estatal de Milagro,Biotecnología
Isabel Domínguez-Gaibor,113,espoch.edu.ec,"Investigadora, Escuela Superior Politécnica de Chimborazo","Biología de la conservación, economía circular, sostenibilidad, biodiversidad, servicios ecosistémicos"
Martha Maldonado,113,espol.edu.ec,Investigador,Ciencias de Biología y Acuicultura
Jose Cedeño,113,liceodelasamericas.edu.ec,Universidad Nacional Abierta y Distancia,Electrónica
Rommel Caiza-Quinga,113,espol.edu.ec,"Investigador, Centro Internacional del Pacífico para la Reducción del Riesgo de Desastres …","Climate Change, Disaster Risk Reduction"
Fabián V. Corral,112,espe.edu.ec,"Doctor, Ingeniero en electrónica y telecomunicaciones, MSc.","integrated optics, optical communications, laser, telecommunications, photonics"
Juan Diego Jara Saltos. ORCID: 0000-0002-1772-4705,112,ups.edu.ec,Universidad Politécnica Salesiana,"IoT, Optimization, Access networks"
GARY REYES ZAMBRANO (ORCID: 0000-0002-3711-1906),112,ug.edu.ec,"Profesor Titular, Universidad de Guayaquil","Sistemas inteligentes, aprendizaje automático, algoritmos de clustering, algoritmos metaheurísticos"
Dora del Cisne Ochoa Jaya,112,unl.edu.ec,,
Joffre León-Acurio,112,utb.edu.ec,Docente Investigador - Universidad Técnica de Babahoyo,"Seguridad Informática, Mecanismos de respuesta de seguridad, Cómputo Forense"
Diana Valeria Delgado Campuzano,112,unemi.edu.ec,Universidad Estatal de Milagro,"Turismo, tourism, ambiental, environment, hospedaje"
Christian Paúl Naranjo Navas,112,unach.edu.ec,Universidad Nacional de Chimborazo,"Historia económica, historia de las ideas, filosofía política, teología"
Ramón Gonzalo Aragadvay Yungán,112,uta.edu.ec,Universidad Técnica de Ambato,nutrición y reproducción animal
Mauricio Amat Abreu,112,uniandes.edu.ec,Docente investigador UNIANDES Puyo,"Análisis Matemático, Estadistica"
William Manuel Montalvo López (ORCID: 0000-0002-8945-7909),112,ups.edu.ec,Docente investigador - Universidad Politécnica Salesiana - Ecuador,"Automatic Control, Optimization, Artificial intelligence, Soft computing"
Luis Quevedo,112,unach.edu.ec,Universidad Nacional de Chimborazo UNACH,Limnology Ecology Tourism Diatoms …
Gabriela Cordova,112,uasb.edu.ec,analista de comunicacion politica,"politica, comunicacion, redes sociales"
Omar Patricio Flor Mora,112,unach.edu.ec,"Investigador, Universidad Nacional de Chimborazo","Turismo, Recreación, Salud, Educación"
Lorena Recalde,112,epn.edu.ec,"Lecturer and Researcher, National Polytechnic School","Recommender Systems, Data Mining, Web Mining, Graphs Theory, UX"
EDUARDO NEPTALI COLINA NAVARRETE,112,utb.edu.ec,"Profesor de Agroecologia, Universidad Tecnica de Babahoyo",Edafologia y conservacion de suelos
Juan Alcides Cárdenas Tapia (ORCID: 0000-0001-9110-6983),112,ups.edu.ec,"Rector, Universidad Politécnica Salesiana Ecuador","Education, Higher Education, ICT, Pedagogy"
Alexandra Mendoza Vera,112,uleam.edu.ec,"Administración, proyectos, finanzas, marketing","Administración, tecnología, proyectos, emprendimiento"
JOHANNA ELIZABETH BOHORQUEZ ARANA,112,unemi.edu.ec,,
Carlos Antonio Moreira Mendoza,112,utm.edu.ec,,
Santiago Enrique Sanchez Delgado,112,utm.edu.ec,estudiante de zootecnia,producción animal
Julio Gavilanes Valle (ORCID:0000-0003-1855-2789),112,espol.edu.ec,"Lecturer of Tourism, Escuela Superior Politecnica del Litoral","Tourism, entrepreneurship, strategic management"
Soraya Toro-Santacruz (https://orcid.org/0000-0002-9983-9273),112,uce.edu.ec,Universidad Central del Ecuador,Investigación
Victor Hugo Velez Palacios,112,utm.edu.ec,,
Francisco Ortiz-Navas (ORCID:0000-0003-1071-3955),112,ups.edu.ec,"Assistant professor , Universidad Politécnica Salesiana","Concrete, Agreggates, Cements, Fibers, durability"
Jose Ballesteros (ORCID: 0000-0002-8426-3355),112,ups.edu.ec,"Grupo de Investigación GIAB, Carrera de Biotecnología, UPS. Guayaquil. ECUADOR",Biotechnology Pharmacology Toxicology …
MONICA MERCEDES CABEZAS FLORES,112,espe.edu.ec,Docente ESPE,"actividad, deporte y recreación adulto mayor, entrenamiento funcional, entrenamiento propioceptivo"
Mayra beltran,112,uce.edu.ec,Docente Universidad Central del Ecuador,Actividad Física y Ciencias Afines
JAIRO ALEXANDER SOTOMAYOR GOMEZ,112,est.istg.edu.ec,INSTITUTO SUPERIOR TECNOLÓGICO GUAYAQUIL,
Kathia Pinzón-Venegas,112,epn.edu.ec,"Professor of Economics, Escuela Politécnica Nacional (Ecuador)","Econometrics, Economic Modelling, Labor Economics, Digital Economics, Development Economics"
GIOCONDA MARIBEL CAIZA TUQUEREZ,112,unemi.edu.ec,Profesor de titulacion de la Universidad Estatal de Milagro,"materiales, ceramicos"
Iván Carrera Izurieta,111,epn.edu.ec,"Associate Professor - Researcher, Escuela Politécnica Nacional. Quito - Ecuador","Bioinformatics, Performance Evaluation, Cloud Computing"
Christian Pavón,111,ug.edu.ec,Universidad de Guayaquil,Enseñanza de la Física
Efraín Rodrigo Fonseca Carrera,111,espe.edu.ec,Full Professor at Universidad de las Fuerzas Armadas - ESPE,"Empirical Software Engineering, Knowledge Management, Security, Software Development, Software Testing"
José Julián Coronel Reyes,111,utmachala.edu.ec,Universidad técnica de machala,"Economía, inteligencia artificial."
DIANA CAROLINA ESCOBAR MAYORGA,111,utb.edu.ec,"Profesora de Macroeconomia, Universidad Técnica de Babahoyo","Indicadores micro y macroeconomicos, Mercado de valores"
Paul Vera Gilces,111,espol.edu.ec,Escuela Superior Politécnica del Litoral,"Applied Econometrics, Entrepreneurship, Business Economics"
Carlos Alfredo Cedeño Palacios,111,utm.edu.ec,Universidad Técnica de Manabí,"inocuidad y seguridad alimentaria, control de calidad, análisis de alimentos, agroindustrias, salud pública"
alfredo lozano castro,111,uce.edu.ec,Profesor Teoria Arquitectonica y Urbana. Investigador del Ordenamiento Territorial …,Ordenación del territorio y ciudades andinas …
Gabriel Falcones,111,cti.espol.edu.ec,Centro de Tecnologías de Información CTI ESPOL,
Marjiori Herrera López,111,uce.edu.ec,Universidad Central del Ecuador,"Palinología, Educación"
Renato Garzón-Jiménez,111,cu.ucsg.edu.ec,Universidad Católica de Santiago de Guayaquil,"Responsabilidad Social Empresarial, Finanzas Sustentables y Corporativas"
Andrés Roberto León Yacelga,111,uniandes.edu.ec,Universidad Autónoma Regional de los Andes UNIANDES,Ingeniería de Software
Liliana Ivett Urquiza Mendoza,111,utb.edu.ec,"DOCENTE DE COMUNICACIÓN, UNIVERSIDAD TÉCNICA DE BABAHOYO","Comunicación estratégica, digital, organizativa y educación superior"
Jose Suarez Lezcano,111,pucese.edu.ec,Director Revista Científica Hallazgos21,Pedagogía
Juan Jiménez-Pacheco,111,ucuenca.edu.ec,"profesor-investigador, Universidad de Cuenca","vulnerabilidad sísmica, modelización para análisis sísmico, edificaciones de mampostería, monitorización de salud estructu"
