Nombre,Citas,Correo,Afiliación,Temas de Interés
ELIZABETH ALICIA SOLARI GERMAN,3,unemi.edu.ec,Unervisidad estatal de milagro,"procesos, seguridad y salud ocupacional"
Jhon Ismael Alvarez Barahona,3,unemi.edu.ec,Universidad estatal de Milagro,"Procesos, seguridad ocupacional"
LUIS BORJA LOPEZ & N,3,unemi.edu.ec,,SEGURIDAD Y SALUD OCUPACIONAL
HICLER FERNANDO AVILA COELLO,3,unemi.edu.ec,UNIVERSIDAD ESTATAL DE MILAGRO,"Seguridad Industrial, procesos"
DALTON YARIEL ZUMBA_VALAREZO,3,unemi.edu.ec,universidad estatal de milagro,procesos seguridad y salud ocupacional
TANYA MADELEY_JARAMILLO FLORES,3,unemi.edu.ec,Universidad Estatal De Milagro,"procesos, seguridad  y salud ocupacional"
NEY NOE IZQUIERDO CABRERA,3,unemi.edu.ec,Universidad Estatal de Milagro,… EN BENEFICIO CON EL  MEDIO AMBIENTE
EMILY NICOLE CALI LOPEZ,3,unemi.edu.ec,Universidad Estatal de Milagro,"Procesos, seguridad y salud ocupacional"
LUIS RAMON SANCHEZ AYALA,3,unemi.edu.ec,,sistemas contra incendio
CINTHYA JACQUELINE ASENCIO MEDINA,3,unemi.edu.ec,Universidad Estatal de Milagro,
GREGORIO  SALTOS-VERA,3,unemi.edu.ec,UNIVERSIDAD ESTATAL DE MILAGRO,"PROCESOS, SEGURIDAD Y SALUD OCUPACIONAL, COSTO"
JEREMY MACKENZIE PALOMEQUE URIARTE,3,unemi.edu.ec,UNIVERSIDAD ESTATAL DE MILAGRO,SALUD OCUPACIONAL
FREDDY DAVID CHANGO MOROCHO,3,unemi.edu.ec,Universidad Estatal de Milagro,Seguridad y Salud Ocupacional
Punguil Torres- Dario,3,unemi.edu.ec,Universidad Estatal de Milagro,"Procesos, seguridad y salud ocupacional, costos, proceso de manufactura"
Verónica Tacuri,3,unae.edu.ec,Personal de apoyo académico en Universidad Nacional de Educación,"Desarrollo temprano, creatividad infantil, literatura, psicomotricidad, evaluación Educación Inicial"
Darwin Tapia,3,est.ups.edu.ec,Universidad Politécnica Salesiana,"IoT, Android"
GABRIELA FERNANDA ALVAREZ CALUPIÑA,3,espe.edu.ec,"profesor de Turismo, Universidad de las Fuerzas Armadas ESPE",Turismo
Ramiro Correa-Jaramillo,3,utpl.edu.ec,Decano Facultad Ingenierías y Arquietctura UTPL,Materiales de construcción
BLANCA AMADA SANDOVAL MEDINA,3,tecnologicoargos.edu.ec,Instituto Tecnologico Universitario Argos,"administracion, emprendimiento, finanzas, economia, tributos"
Roberto Basurto-Quilligana,3,unemi.edu.ec,"Profesor de Estadística, Universidad Estatal de Milagro","estadística, cálculo, investigación, educación"
NAPOLEON GUSTAVO PADILLA SANTILLAN,3,utelvt.edu.ec,DOCENTE UNIVERSIDAD TECNICA LUIS VARGAS TORRES,"INGENIERIA QUIMICA, AMBIENTAL, INDUSTRIAL"
Roberto Carlos Medina Burbano,3,utb.edu.ec,profesor de Emprendimiento e Innovación de la Universidad Técnica de Babahoyo,… de empresas y productos relacionados al …
Danny Sebastián Quinde,3,sanisidro.edu.ec,Instituto Superior Universitario San Isidro,Investigación
Rosa Paola Flores Loaiza,3,unl.edu.ec,Universidad Nacional de Loja profesora de mercadotecnia y emprendimiento,"Marketing, negocios, emprendimiento, intraemprendimiento, comercio exterior"
Wilman López,3,utn.edu.ec,Universidad Técnica del Norte,"diseño, educación, arte, tecnología, publicidad"
Leonila E Ulloa Acosta,3,espol.edu.ec,"Técnico docente, Escuela Superior Politécnica del Litoral","Enseñanza de la física, inteligencia emocional"
EVELYN JANINA CARRANZA QUIMI,3,uteq.edu.ec,,
Marco Tafur-Vásconez,3,utn.edu.ec,"Docente Carrera de Psicología, Universidad Técnica del Norte",Psicología
Angel Boris Maldonado Castro,3,uteq.edu.ec,UNIVERSIDAD TÉCNICA ESTATAL DE QUEVEDO,Economía
Cristian Chuquín-Enríquez,3,espoch.edu.ec,Escuela Superior Politécnica de Chimborazo,"Ambiente, Química Ambiental, Química Instrumental, Química Analítica"
"Moscoso-Abad,María-Elizabeth",3,ucacue.edu.ec,"Profesora de Endodoncia,  Universidad Católica de Cuenca","Endodoncia, Educación, Histología"
Víctor Eduardo Chininín Campoverde,3,unl.edu.ec,"Profesor de Economía, Universidad Nacional de Loja","Economía, Política Económica"
Isabel Álvarez Ochoa,3,sanisidro.edu.ec,Instituto Superior Universitario San Isidro,"bioquímica, farmacia, química de los alimentos, bromatología, bioética"
Mariuxi de los Ángeles Rodríguez Enriquez,3,utelvt.edu.ec,Universidad Técnica “Luis Vargas Torres” de Esmeraldas- Ecuador,"Educación, Trabajo Social, Docencia Universitaria, Intervención Social"
ANDREWS ARIKSON AVILES AGAMA,3,utb.edu.ec,DOCENTE,CIENCIAS DE LA EDUCACION
VICENTE ALBERTO GUERRON TROYA,3,uteq.edu.ec,"Profesor de Confites y Chocolatería, Universidad Técnica Estatal De Quevedo","Confites y Chocolatería, Bioquimica y Microbiología de los procesos …"
Mariela Monserrat Pérez Moncayo,3,espol.edu.ec,Escuela Superior Politécnica del Litoral (ROR 04qenc566). Ecuador,"Sustainability, Finance, Social Development"
Valeria Almao,3,ug.edu.ec,Universidad de Guayaquil,"diseño gráfico, branding, educación"
César Wladimir Ortega Pupiales,3,utn.edu.ec,Universidad Técnica del Norte - En Línea,"Derecho, científicos"
Rossana Cedeño Garcia,3,uleam.edu.ec,Universidad Laica Eloy Alfaro de Manabí. Investigadora Acreditada por Senescyt.,"Secretariado, comunicación, comunicación digital, medios digitales"
Julio Vega,3,uti.edu.ec,Profesor Universidad Indoamérica,arquitectura y urbanismo
Alex Augusto Fernández Fierro,3,ueb.edu.ec,"Docente Investigador, Universidad  Estatal de Bolívar","Biotecnología, Ambiente, Higiene Industrial, Seguridad, Riesgos"
Roberth Delgado,3,uti.edu.ec,Profesor Derecho,Derecho Público
DANIELA ORTIZ G.,3,uti.edu.ec,"Facultad de Arquitectura, Artes y Dieño, Docente de Arquitectura, Univesidad Tecnológica …","Gestión de Proyectos, Diseño arquitectónico, Viabilidad de Proyectos, Evaluación de Proyectos, Geometría Descriptiva"
Diego Buitrago Ricaurte,3,indoamerica.edu.ec,"Arquitecto, Universidad Tecnológica Indoamérica","Arquitectura, Urbanismo, Planeamiento Territorial"
María Virginia De la Cruz M.,3,utm.edu.ec,Licenciada en Trabajo Social,Trabajo Social
Esteban Vera Gracia,3,cenestur.edu.ec,Instituto Superior Tecnológico Cenestur,"industria automotriz, administración, gastronomía"
IVANOVA LOOR MEDINA,3,unemi.edu.ec,,
"Ing. José Manuel Asanza Moreira, MSc.",3,ug.edu.ec,Universidad de Guayaquil,Administrativas
Isabel Amarilis Leal Maridueña,3,unemi.edu.ec,"Profesora de Didáctica de Lengua y Literatura, Universidad Estatal de MIlagro",Metodologías activas
JESSICA ISABEL SOLIS MARTILLO,3,unemi.edu.ec,investigacion universidad de milagro,trabajo
Luis Guallasamin,3,ister.edu.ec,Tecnológico Universitario Rumiñahui (ISU-ISTER),tic
Laura Isabel Araujo Jaramillo,3,ister.edu.ec,Tecnológico Universitario Rumiñahui,"Ecoturismo, Gestión del Turismo, Creación de Empresas, Administración de empresas"
Patricia Aguaiza Loja,3,ister.edu.ec,TECNOLOGICO UNIVERSITARIO RUMIÑAHUI (ISU-ISTER),Marketing y Publicidad
SANTIAGO ISAAC SOLIS SANTAMARIA,3,espe.edu.ec,,
Daniela Estefanía Leiva Cruz,3,ister.edu.ec,Tecnológico Universitario Rumiñahui ISU-ISTER,"Turismo, Historia, Cultura, Ambiente"
CYNDI DAYANNA PADILLA OGONAGA,3,espe.edu.ec,,
Edu Cadena,3,ister.edu.ec,"Docente de Producción Multimedia, Instituto Superior Universitario Rumiñahui",Comunicación
ROSA ISABEL MANZANO BENAVIDES,3,unemi.edu.ec,ESTUDIANTE UNEMI,"Estrategia metodológica, Comprensión infantil, Desarrollo del lenguaje infantil"
ARACELLY JEANINE QUISPHE MARTINEZ,3,unemi.edu.ec,estudiante UNEMI,"expresiones verbales, materiales didácticos, recursos lúdicos"
Mayra Alejandra Moreno G.,3,uti.edu.ec,,
Diego Pineda,3,unl.edu.ec,Universidad Nacional de Loja,"Derecho, Contabilidad, Finanzas"
Verónica Paulina Álvaro Zurita,3,unach.edu.ec,Universidad Nacional de Chimborazo,Auditoría Contabilidad Tributación Finanzas …
Byron Serrano Ortega,3,unl.edu.ec,"Profesor, investigador titular Universidad Nacional de Loja. Médico cirujano, Especialista en","medicina, cirugía, docencia, pedagogía, proyectos de investigación"
Byron Efrén Serrano Ortega,3,unl.edu.ec,"Profesor, investigador titular Universidad Nacional de Loja. Doctor en medicina y cirugía …","medicina, cirugia, docencia, pedagogia, proyectos de investigación"
MARIA LORENA ESTUPIÑAN LINCE,3,uteq.edu.ec,"Profesora de Idiomas, Universidad Técnica Estatal de Quevedo","Lingüística, Pedagogía de los Idiomas Nacionales y …"
GLENDA ALEJANDRA PARRA CEREZO,3,utb.edu.ec,Universidad Técnica de Babahoyo,"Turismo, Educación, Investigación"
Jacqueline-Andrea Pozo-Benavides (https://orcid.org/0000-0001-8999-2402),3,utn.edu.ec,"Médica Nefróloga, Profesora de Práctica Clínica Medicina, Universidad Técnica del Norte","Medicina Interna, Nefrología, Urología, Inmunología, Microbiología"
Fabiana Navia,3,utm.edu.ec,Universidad Técnica de Manabí,Electrónica
Chester Andrew Sellers Walden,3,uazuay.edu.ec,"Researcher, Univesity of Azuay - Ecuador",
EDWIN CANTOS,3,uagraria.edu.ec,Universidad Agraria del Ecuador,Agricultura
Helena De la Torre,3,uta.edu.ec,"Lecturer, Universidad Tenica de Ambato","Molecular parasitology, molecular biology"
Antonio Alta-Tierra,3,uees.edu.ec,Universidad Espíritu Santo,Administración de Empresas
Felipe Javler Carlosama Morejon,3,yachaytech.edu.ec,"Profesor de Geología, Universidad de Investigación de Tecnología Experimental Yachay","Geología, Sensores Remotos, Geotecnia, Geología Aplicada"
Karla Freire Quintanilla,3,yachaytech.edu.ec,"Profesora, Universidad de Investigación de Tecnología Experimental Yachay","Riesgos naturales, ordenamiento territorial, sensores remotos y teledetección, sistemas de información geográfica (SIG), geología"
WENDY DAYANNA CUJI-GALARZA,3,ucuenca.edu.ec,"Estudiante de Medicina, Universidad de Cuenca",
Christian Espinoza,3,uta.edu.ec,Universidad Técnica De Ambato,"Nutrición y Dietética, Sindrome de Down, Genética, Nutrición deportiva"
Victoria Rashell Cordova Jaya,3,uta.edu.ec,Universidad Técnica de Ambato,Nutrición
ELENA DOROTHEA BALAREZO CISNEROS,3,yachaytech.edu.ec,"Lecturer and Researcher, Yachay Tech",Producción Animal
Alex López Arboleda,3,uta.edu.ec,Profesor Universidad Técnica de Ambato,Ingeniero Civil
Priscila Villamar,3,uagraria.edu.ec,Profesora de la Universidad Agraria del Ecuador,"Administración, Economia, Contable"
Maria Elisa Ordóñez Vásquez,3,ups.edu.ec,Docente Universitaria Politecnica Salesiana - Psicologa Educativa Terapeuta,Neuropsicologia - Psicologia - Autismo …
Ricardo Alfredo Vega Granda,3,ug.edu.ec,"Docente Titular, Universidad de Guayaquil","educación, tecnologías, subjetividad"
Karina Alvarez-Basantes,3,unach.edu.ec,"Profesor de Economia, Universidad Nacional de Chimborazo","economia, administración, econometría, gestión, responsabilidad social empresarial"
José Jinez-Tapia,3,unach.edu.ec,Profesor Universidad Nacional de Chimborazo,"Ingeniería, antenas, microondas, redes"
Estefania Tarapués Román,3,uce.edu.ec,Universidad Central del Ecuador,"Psicología, violencia, salud mental, género"
Isabel C. Aguirre-Vargas,3,unae.edu.ec,"Universidad Nacional de Educación, Ecuador","Educación, Inclusión educativa, Innovación educativa."
Valeria Isabel Espín López,3,uta.edu.ec,Universidad Técnica de Ambato,Ciencias de la Salud
Andrea Sofia Ribadeneira V.,3,unach.edu.ec,Universidad Nacional de Chimborazo,ESP
Opilio Córdova Peñaloza,3,uta.edu.ec,"Profesor de Medicina, Universiddad Técnica de Ambato",Medicina Intensiva
Euster Herwinton Alcivar Acosta,3,utm.edu.ec,"DOCENTE INVESTIGADOR, UNIVERSIDADA TÉCNICA DE MANABÍ",PRODUCCIÓN ANIMAL
ANTHONY LIMBER MORAN CABEZAS,3,uteq.edu.ec,"Profesor de Análisis de Señales y Sistemas, Universidad Técnica Estatal de Quevedo","Análisis de Señales y Sistemas, Procesamiento de señales, Electrónica Digital, Electromagnetismo y Acústica"
Raul Pesantes,3,uide.edu.ec,"Profesor de Inglés, Universidad Internacional del Ecuador","Lingüistica, docencia de Inglés."
Gabriela Monserrate Macias Vera,3,utm.edu.ec,Universidad Tecnica de Manabí,bibliotecologia y ciencias de la informacion
María Eugenia García Pazmiño,3,uta.edu.ec,Professor,"Estadística, modelamiento matemático, procesamiento de alimentos, biotecnología alimentaria"
Sandra Mera Ponce,3,unach.edu.ec,Doctora en Bioquimica y Farmacia/ Docente Universitaria,"Bioquímica, Microbiología, Educación"
Daniel Alfonso Cabrera Valle,3,uta.edu.ec,Universidad Técnica de Ambato,"Diseño de Procesos de Producción, Bioprocesos"
Mauricio Criollo,3,epn.edu.ec,"Especialista de ciencia de alimentos y biotecnología, Escuela Politécnica Nacional","biotechnology, chemistry, environmental, food"
Blanca Pallango,3,uta.edu.ec,Universidad Técnica de Ambato,Salud
Héctor Neto,3,uta.edu.ec,Profesor Universidad Técnica de Ambato,Pedagogía
Jhon Tapia,3,uce.edu.ec,UNIVERSIDAD CENTRAL DEL ECUADOR,"Ingenieria, Ingenieria Estructural y Construcción"
Cinthya Sesme Cajo (ORCID: 0000-0001-8113-7348),3,ups.edu.ec,Profesora de Psicología Universidad Politécnica Salesiana,Psicología
Carmen Angelica Yanzaguano Romero,3,ups.edu.ec,"Veterinaria, Universidad Politécnica Salesiana",Dirección medica clinica Polivet
Marjorie Rodríguez-Guerrero,3,udla.edu.ec,Médico Cirujano,"imagenologia, medicina legal, prevalecia de patologías, cambios histológicos, intervalo postmortem"
Paola Quiroz,3,ube.edu.ec,estudiante la universidad Bolivariana del Ecuador,educación
Otto Gonzalez-Mendoza,3,ug.edu.ec,Docente Sistemas de Información -Universidad de Guayaquil,"sistemas, cyberseguridad"
Diego Hernán Montero Piedra,3,ups.edu.ec,Docente UPS Sede Cuenca,Carrera de Contabilidad y Auditoría
Aldo Gerardo Parrales León,3,ug.edu.ec,Universidad de Guayaquil,Administración Pública
ILIANA LOPEZ,3,uotavalo.edu.ec,Universidad de Otavalo,"Derecho constitucional, Derechos Humanos."
Milton Cuenca,3,uteq.edu.ec,"Professor of Electrical Engineering, Universidad Tecnica Estatal de Quevedo","Electrical Engineering, Renewable Energies, Power systems"
Carlos Javier Zambrano Macias,3,uleam.edu.ec,Universidad Laica Eloy Alfaro De Manabí,Medicina
Karem Morocho,3,ug.edu.ec,"Ingeniera Comercial, Magíster en Estadística-Calidad, Docente Estadística en Universidad …","Ciencias sociales, PHYTON, estadísticas y matemática, RSTUDIO, SPSS"
LISANDRA STEFANY MALDONADO SALDA A,3,unemi.edu.ec,,
Ana Patricia Cabrera Sanmartín,3,espol.edu.ec,Escuela Superior Politécnica del Litoral,"Educación, Inteligencia Artificial, Automatización y Control, Energias Renovables, Sistemas Embebidos"
LORENA FERNANDA CUSME VÉLEZ,3,ITSJAPON.EDU.EC,"Docente de matemática, investigación","tecnología, educación superior"
Jessenia Vanessa González León,3,itsjba.edu.ec,docente,"Docencia universitaria, contabilidad"
Carmen Alicia Chávez Manzanillas,3,uepja.edu.ec,"UNIDAD EDUCATIVA ""PÍO JARAMILLO ALVARADO""",CIENCIAS NATURALES
"CHAVEZ, Denis I.",3,puce.edu.ec,"Pontificia Universidad Católica del Ecuador, CHArt-EPHE","ergonomics, human factors, work health and welfare, cognitive tools, interaction"
Ernesto Anaguano,3,uce.edu.ec,,
NATHALY NICOLE AGUIÑO ALVARADO,3,est.istg.edu.ec,profesos de base de datos avanzada,realitividad
Chris Emerson Casal Rodríguez,3,itsjba.edu.ec,"Docente Investigador Administración, Emprendimiento-Instituto Superior Tecnológico Juan …","Tics, Finanzas, Pymes, Economía popular y solidaria, Administración"
Marjorie Noemi Isanoa Sinche (ORCID: 0000-0002-8315-2012),3,est.ups.edu.ec,Maestría TIC para la Educación - Universidad Politécnica Salesiana,ICT Eduaction
Maria Fernanda Pico Nuñez,3,uta.edu.ec,Docente de la Universidad Técnica de Ambato,Ingeniería Civil
Fausto E. Jácome López (ORCID:0000-0001-6808-7294),3,espol.edu.ec,"Profesor, Escuela Superior Politécnica del Litoral","Informática, Gestión de proyectos, BPM, Producción Ejecutiva"
JULIO CÉSAR MOROCHO-ORELLANA,3,umet.edu.ec,UNIVERSIDAD METROPOLITANA,"Matemática, Física"
María del Carmen Castelo Naveda,3,uea.edu.ec,"profesor de Matemática, Física, Gestión de Calidad, Diseño de Experimentos","Agroindustria, ciencias exactas"
CAROL ANDREA RUIZ MARTINEZ,3,unemi.edu.ec,estudiante,informatica
OMAR DAVID AVILA MORENO,3,uees.edu.ec,"Docente postgrado medicina critica, Universidad de Especialidades Espiritu Santo",medicina
Luis Paúl Mantilla Chamorro,3,puce.edu.ec,Profesor de Didáctica de las Ciencias Sociales,"Sociología de la Educación, Pedagogía, Didáctica, Evaluación Educativa"
GIOCONDA PAQUITA QUINTERO TORRES,3,uniandes.edu.ec,Dr. Marco Villa  Zura,derecho jurisprudencia
María de las Nieves Vidal Romero,3,utpl.edu.ec,Profesora de Comunicación UTPL,Comunicación
María Belén Villao Loor,3,espam.edu.ec,Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix López,Tecnologia
Mishel Estefanía Méndez Segovia,3,uteq.edu.ec,Estudiante de Maestría en Acuicultura,"Acuicultura, Zootecnia, Producción animal"
José  Eduardo Aguaiza Loja,3,ister.edu.ec,Tecnológico  Universitario Rumiñahui ISU-ISTER,"Mantenimiento automotriz, Nuevas tecnologías automotrices, Proyectos sostenibles, Normas de Calidad"
José Belisario Vera Vera,3,espam.edu.ec,Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix López,Ciencias de la computación
DELTA ALEXANDRA TIBIPA SHIKI,3,unemi.edu.ec,UNEMI,educacion inicial
Editorial Uisrael,3,uisrael.edu.ec,Universidad Tecnológica Israel,"Ciencias Sociales, Ciencias Administrativas, Ciencias de las Ingenierías"
Norma Escobar,3,uta.edu.ec,Universidad Tècnica de Ambato,Psicoterapia
ADRIANA ABIGAIL RUIZ QUINGA,3,uta.edu.ec,ESTUDIANTE DE LA UNIVERSIDAD TECNICA DE AMBATO,
YESENIA EDITH INDIO GUARANDA,3,istvr.edu.ec,Instituto Tecnológico Vicente Rocafuerte,Profesional
Fabián  Lizardo Caicedo Goyes,3,utelvt.edu.ec,"Docente de Programación, Soft Computing y Sistemas de Automatización","Desarrollo de Software, Inteligencia Aritificial, IoT, Big Data, Gobernanza Institucional Tecnológica"
Delia Josefa Solorzano Vera,3,espam.edu.ec,Graduada de Ingeniera Comercial con Mención Especial en Administración Pública,Administración
Lenin P. Vinlasaca Viera (ORCID:0000-0002-9789-157X),3,ups.edu.ec,Universidad Politécnica Salesiana,Automotriz
PRISCILA MUÑOZ CASTRO,3,ucacue.edu.ec,"PROFESOR DE ADMINISTRACIÓN, UNIVERSIDAD CATOLICA DE CUENCA","ADMINISTRACION FINANCIERA, ADMINISTRACION PUBLICA, EMPRENDIMIENTO"
Karina Cherrez Rodas,3,ikiam.edu.ec,Universidad Regional Amazonica Ikiam,"arquitectura sostenible, urbanismo, diseño urbano, ecología urbana"
GARCIA PAREDES RICARDO VICENTE,3,utb.edu.ec,profesor de universidad,educación
Nereisy  Antonieta Pilay Robles,3,unesum.edu.ec,"Docente de Pedagogía, Desarrollo Humano y Didáctica General","Talento Humano, Contabilidad Bancaria, Contabilidad Básica, Emprendimiento Gestión"
ANGELICA MARÍA VILLALVA PERALTA,3,unemi.edu.ec,Universidad Estatal de Milagro,"Educación Inicial, Metodología Estudio de Caso"
Psicóloga Yaima Aguila,3,ups.edu.ec,Universidad Politécnica Salesiana,"Psicodrama, Psicoterapia de grupo, Salud mental"
"Solórzano, Cristian",3,uce.edu.ec,Universidad Central,"Inteligencia Artificial, Minería de Datos, Matemáticas Aplicadas"
Christian Yánez-Zurita,3,est.ucacue.edu.ec,Universidad Católica de Cuenca,"Ortodoncia, Odontología restauradora, Investigación"
Fabián Marcelo Carvajal Vargas,3,uazuay.edu.ec,"Ingeniero Electrónico, Universidad del Azuay","programación web, accesibilidad, IA"
Sebastián Sarasti Zambonino,3,epn.edu.ec,Escuela Politécnica Nacional,"Radioactive Particle Tracking, Monte Carlo Simulations, GEANT4, Machine Learning"
Fernanda Herrera-Jiménez,3,utn.edu.ec,Universidad Técnica del Norte,Sistemas de Información Geográfica
Valeria Chugá,3,utn.edu.ec,Docente Universitario,Textil
Maria Fernanda Troya Gonzales,3,flacso.edu.ec,"Profesora investigadora, FLACSO Ecuador",Antropología Visual
Klever Javier Fiallos Moreno,3,indoamerica.edu.ec,Psicologo Educativo,"Titulacion, Inovacion, Pedagogia, Psicologia, Didactica"
Jorge Alvarado Cadena,3,istcarloscisneros.edu.ec,Profesor de electrónica,"electrónica, energía, electricidad, fotovoltaica"
Carlos Ordóñez,3,udla.edu.ec,"Docente de Finanzas, Universidad de las Américas","Finanzas, tributación, contabilidad"
Fulco Berdy Pincay Ponce,3,unesum.edu.ec,Docente Universidad Estatal del Sur de Manabí,"programación, inteligencia artificial, investigación"
Sheila Jazmin Macias Cedeño,3,uniandes.edu.ec,Abogada,Derecho
Javier Rosalino Tello Guzman,3,ist17dejulio.edu.ec,,
Binnie Patricia Luzardo Gorozabel,3,utm.edu.ec,Universidad Técnica de Manabí,"Química Analítica, Química Verde"
Kevin Castillo-Mendieta,3,yachaytech.edu.ec,Yachay Tech University,
Carmen Judith Bazurto Palma,3,utm.edu.ec,Docente Ministerio de Educación,English
ESPEJO VELASCO OBRIAN JOSUE,3,uees.edu.ec,,
JENNY MILENA ACOSTA FARIAS,3,uteq.edu.ec,"Molecular Biology, UTEQ.","Plant defense, Plant microbiota"
Belén Maldonado Cuascota,3,yachaytech.edu.ec,"Técnico de Investigación, Universidad Yachay Tech","Biología Molecular, Bioinformática, Biología Computacional"
Gema Stefany Barreiro Mendoza,3,itsup.edu.ec,Instituto Superior Tecnológico Portoviejo,"Salud, Educación, Odontología, Ciencias Biomédicas"
John Alejandro Avila Bailón,3,ups.edu.ec,"Profesor de Ciencias Humanas y Proyectos, Universidad Politécnica Salesiana","Educación, Desarrollo Rural, Economía Social, Pobreza, Proyectos"
DEXSY MABEL MARQUEZ TEJENA,3,itsup.edu.ec,Instituto Superior Tecnológico Portoviejo,Educación e Investigación
MARIA DE LOURDES SEVILLA GORDILLO,3,uazuay.edu.ec,Universidad del Azuay,"ventas, diseño, editorial"
JHOAN ALFREDO PLUA MONTIEL,3,espe.edu.ec,Universidad de las Fuerzas Armadas ESPE Santo Domingo de los Tsáchilas,"Biotecnología industrial, Microbiología, Producción agroalimentaria"
DAYANARY SARAHK NAVARRETE ZAMORA,3,unemi.edu.ec,,
Gonzalo Rafael Naranjo Veintimilla,3,ug.edu.ec,Profesor de Física de Universidad de Guayaquil,Enseñanza y aprendizaje de la Física
Pedro Agustín Gordillo Granda,3,est.ucacue.edu.ec,Universidad Católica de Cuenca,"Construcción, Ingeniería Civil, Viviendas de interés social"
Irene Estefania Amagua Maldonado,3,uce.edu.ec,Licenciada en Pedagogía de la Actividad Física y Deporte,"actividad física, adulto mayor, adolescencia, sedentarismo, las tic en educación física"
XAVIER CRISTOBAL QUISHPE MENDOZA,3,utc.edu.ec,Docente de Cirugía en especies mayores,Farmacología
José Herrera-Bustamante,3,utpl.edu.ec,Universidad Técnica Particular de Loja,telecomunication
Evelin Moya,3,iste.edu.ec,Docente de enfermería del Instituto Superior Tecnológico España ISTE,salud
RICARDO QUIJIJE,3,uleam.edu.ec,PROFESOR  UNIVERSIDAD ULEAM,ADMINISTRACION
Miriam Troya Sánchez,3,unl.edu.ec,Universidad Nacional de Loja,EFL Teachers' Professional development
Ismael Elías Erazo Velasco (https://orcid.org/0000-0002-7647-4611),3,utelvt.edu.ec,Universidad Técnica Luis Vargas Torres de Esmeraldas,"Ingeniería Eléctrica, Automatización, Control y Robótica, Matematica, Fisica e Inteligencia artificial"
Jenniffer Pisco,3,unesum.edu.ec,Docente Universitario,"ingenieria, educación"
DANIEL ADRIAN IÑIGUEZ QUESADA,3,uisrael.edu.ec,,
Maria Karolina Lopez Rauschemberg,3,espam.edu.ec,Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix López,"Pequeñas Especies, perros y gatos, Laboratorio Clínico"
Roberto J. Leon-E,3,estud.usfq.edu.ec,iBIOTROP Research Assistant & USFQ Student of Biology,"Ecology and Evolution, Evolution, Conservation Biology, Zoology, Systematics"
Ulbio Gonzalo Farfán Corrales,3,uleam.edu.ec,Universidad Laica Eloy Alfaro de Manabí,"Educación, English Language teaching, CLil, TBL"
Fausto Fabricio Garzón Mosquera,3,udet.edu.ec,"Profesor de Gastronomía,Universidad UDET","Gastronomía, Turismo, Nutrición"
Gonzalo Napoleón Cadena Echeverría,3,udet.edu.ec,Universidad UDET,"Educación, tecnología, negocios"
Pablo Geovanny Pinos,3,tecnologicosucre.edu.ec,Instituto Superior Universitario Sucre,Seguridad e Higiene Industrial / Mecánica …
Birmania Alcivar Ruiz,3,uleam.edu.ec,"Docente Investigadora - Facultad de Ciencias de la Salud, Carrera Psicología-Universidad …",Educación- Salud mental
Milton Jara-Almeida,3,uti.edu.ec,Universidad Indoamérica,"HTA, pharmacoeconomic, oncology, statistics, medical research"
Gabriela Valbuena,3,uniandes.edu.ec,UNIANDES,Medicina Interna
Katty Villavicencio Navia,3,uleam.edu.ec,Docente Investigador - Facultad de Psicología - Universidad Laica Eloy Alfaro de Manabí,"Educación, Psicología, Salud, Inclusión"
Diego Alexander,3,uniandes.edu.ec,"Estudiante de derecho, Universidad de los Andes",las tics del derecho
Kathleen Rosales,3,uniandes.edu.ec,Estudiante de Derecho,Jurisprudencia
Freddy Antonio Coveña Rengifo,3,espam.edu.ec,Escuela Superior Politécnica Agropecuaria de Manabi   Manuel Felix Lopez,"Parasitologia, Patología Aviar"
Mario Sebastián Rodríguez Alvarez,3,flacso.edu.ec,"Asistente de investigación, Facultad Latinoamericana de Ciencias Sociales",
"Marco Arturo Oramas Salcedo, https://orcid.org/0000-0002-0511-7369",3,ulvr.edu.ec,Docente Titular Auxiliar Derecho Procesal General,"Derechos Humanos, Derecho Constitucional, Derecho Procesal"
ERIKA STEFANY BRIONES,3,ug.edu.ec,Estudiante de Universidad,obras literarias
Jimmy Fernando Ramírez Márquez (https://orcid.org/0000-0002-9115-2813),3,utelvt.edu.ec,Universidad Ténica Luis Vargas Torres,"Seguridad en Sistemas, Seguridad Informática"
Mercy Moreno,3,itsoriente.edu.ec,0009-0003-9212-5280,Tics
Delly Viviana Zambrano Rodriguez,3,pg.uleam.edu.ec,Universidad Laica Eloy Alfaro de Manabí,"Agroindustria, alimentos, seguridad alimentaria"
Teresa Cano,3,pg.uleam.edu.ec,Universidad Laica Eloy Alfaro de Manabí Ext. Chone,"Educación Superior, Tecnología de la Información, Inteligencia Artificial"
Saulo Ronquillo,3,yachaytech.edu.ec,,
Juan Carlos Ordóñez Piedra,3,utm.edu.ec,Universidad Técnica de Manabí,"Gastronomía, Cocina"
Esteban Fernando Caceres Guerrero,3,uti.edu.ec,"Profesor Titular Auxiliar 1, Universidad Tecnológica Indoaméria UTI, Sede Quito","Arquitectura, Urbanismo, Diseño urbano, Centralidades, Diseño Arquitectónico"
